submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
10/05/2021,MD,537976,,,649,0,10544,10316,228,19,0,10/07/2021 12:00:00 AM,N/A,Agree
12/03/2020,MD,205399,,,2044,0,4976,4802,174,42,0,12/05/2020 12:00:00 AM,N/A,Agree
04/06/2021,MD,419055,,,867,0,8938,8729,209,15,0,04/08/2021 12:00:00 AM,N/A,Agree
03/29/2020,MD,1239,,,247,0,19,19,0,8,0,03/31/2020 12:00:00 AM,N/A,Agree
05/19/2020,MD,41546,,,1784,0,2184,2078,106,36,1,05/21/2020 12:00:00 AM,N/A,Agree
09/06/2021,MD,504061,,,1027,0,10125,9902,223,17,0,09/08/2021 12:00:00 AM,N/A,Agree
03/26/2020,MD,580,,,157,0,6,6,0,0,0,03/28/2020 12:00:00 AM,N/A,Agree
05/26/2021,MD,458878,,,198,0,9633,9419,214,8,0,05/28/2021 12:00:00 AM,N/A,Agree
04/02/2020,MD,2331,,,346,0,55,53,2,9,1,04/04/2020 12:00:00 AM,N/A,Agree
01/07/2022,MD,815023,,,12798,0,12193,11953,240,59,0,01/09/2022 12:00:00 AM,N/A,Agree
05/08/2021,MD,452691,,,656,0,9442,9228,214,8,0,05/10/2021 12:00:00 AM,N/A,Agree
07/08/2020,MD,70861,,,465,0,3403,3264,139,11,0,07/10/2020 12:00:00 AM,N/A,Agree
03/04/2021,MD,384765,,,809,0,8431,8227,204,12,0,03/06/2021 12:00:00 AM,N/A,Agree
07/31/2021,MD,468548,,,587,0,9849,9629,220,5,1,08/02/2021 12:00:00 AM,N/A,Agree
08/26/2020,MD,105486,,,440,0,3837,3684,153,10,0,08/28/2020 12:00:00 AM,N/A,Agree
03/11/2020,MD,12,,,3,0,0,0,0,0,0,03/13/2020 12:00:00 AM,N/A,Agree
03/19/2021,MD,397898,,,1152,0,8668,8461,207,13,1,03/21/2021 12:00:00 AM,N/A,Agree
04/05/2020,MD,3609,,,484,0,105,99,6,17,1,04/07/2020 12:00:00 AM,N/A,Agree
11/29/2021,MD,584899,,,762,0,11215,10984,231,12,0,12/01/2021 12:00:00 AM,N/A,Agree
03/25/2020,MD,423,,,74,0,6,6,0,1,0,03/27/2020 12:00:00 AM,N/A,Agree
02/20/2020,MD,0,,,0,0,0,0,0,0,0,02/22/2020 12:00:00 AM,N/A,Agree
05/07/2020,MD,29374,,,1211,0,1555,1476,79,44,2,05/09/2020 12:00:00 AM,N/A,Agree
07/14/2021,MD,463487,,,104,0,9807,9590,217,4,0,07/16/2021 12:00:00 AM,N/A,Agree
06/18/2020,MD,63229,,,260,0,3129,2997,132,22,0,06/20/2020 12:00:00 AM,N/A,Agree
12/01/2021,MD,587285,,,1142,0,11234,11003,231,12,0,12/03/2021 12:00:00 AM,N/A,Agree
04/08/2021,MD,421823,,,1297,0,8971,8762,209,17,0,04/10/2021 12:00:00 AM,N/A,Agree
05/03/2020,MD,25462,,,989,0,1352,1284,68,48,3,05/05/2020 12:00:00 AM,N/A,Agree
11/08/2021,MD,566637,,,555,0,11019,10788,231,10,0,11/10/2021 12:00:00 AM,N/A,Agree
07/04/2021,MD,462596,,,61,0,9792,9575,217,2,0,07/06/2021 12:00:00 AM,N/A,Agree
08/16/2021,MD,480718,,,766,0,9918,9697,221,7,0,08/18/2021 12:00:00 AM,N/A,Agree
08/23/2020,MD,104102,,,579,0,3818,3667,151,11,0,08/25/2020 12:00:00 AM,N/A,Agree
11/12/2021,MD,569823,,,909,0,11052,10821,231,13,0,11/14/2021 12:00:00 AM,N/A,Agree
03/02/2020,MD,0,,,0,0,0,0,0,0,0,03/04/2020 12:00:00 AM,N/A,Agree
02/23/2020,MD,0,,,0,0,0,0,0,0,0,02/25/2020 12:00:00 AM,N/A,Agree
06/09/2021,MD,460863,,,126,0,9714,9497,217,6,0,06/11/2021 12:00:00 AM,N/A,Agree
02/16/2021,MD,372221,,,516,0,8101,7898,203,22,0,02/18/2021 12:00:00 AM,N/A,Agree
11/21/2020,MD,179971,,,2885,0,4582,4414,168,21,2,11/23/2020 12:00:00 AM,N/A,Agree
09/19/2020,MD,119744,,,682,0,4002,3845,157,7,0,09/21/2020 12:00:00 AM,N/A,Agree
05/03/2021,MD,449509,,,520,0,9392,9178,214,20,0,05/05/2021 12:00:00 AM,N/A,Agree
01/29/2021,MD,350629,,,1880,0,7521,7323,198,34,0,01/31/2021 12:00:00 AM,N/A,Agree
04/30/2022,MD,1032775,,,0,0,14462,14198,264,0,0,05/02/2022 12:49:10 PM,N/A,Agree
04/03/2020,MD,2758,,,427,0,68,64,4,13,2,04/05/2020 12:00:00 AM,N/A,Agree
09/17/2020,MD,118519,,,631,0,3990,3833,157,7,1,09/19/2020 12:00:00 AM,N/A,Agree
04/29/2022,MD,1032775,,,1242,0,14462,14198,264,6,0,04/30/2022 01:19:13 PM,N/A,Agree
04/16/2020,MD,10784,,,752,0,475,449,26,48,2,04/18/2020 12:00:00 AM,N/A,Agree
03/03/2021,MD,383956,,,786,0,8419,8215,204,11,0,03/05/2021 12:00:00 AM,N/A,Agree
03/08/2022,MD,1005333,,,277,0,14218,13955,263,12,0,03/09/2022 02:28:56 PM,N/A,Agree
10/01/2021,MD,533870,,,1530,0,10485,10257,228,19,0,10/03/2021 12:00:00 AM,N/A,Agree
04/28/2022,MD,1031533,,,1389,0,14456,14192,264,7,0,04/29/2022 02:05:11 PM,N/A,Agree
04/03/2022,MD,1012822,,,0,0,14355,14091,264,0,0,04/04/2022 02:11:32 PM,N/A,Agree
05/07/2022,MD,1041621,,,0,0,14495,14230,265,0,0,05/09/2022 01:14:40 PM,N/A,Agree
02/11/2022,MD,991569,,,731,0,13905,13646,259,41,0,02/13/2022 12:00:00 AM,N/A,Agree
04/07/2021,MD,420526,,,1471,0,8954,8745,209,16,0,04/09/2021 12:00:00 AM,N/A,Agree
03/26/2022,MD,1010497,,,0,0,14324,14060,264,0,0,03/28/2022 01:08:30 PM,N/A,Agree
11/07/2021,MD,566082,,,727,0,11009,10778,231,19,0,11/09/2021 12:00:00 AM,N/A,Agree
11/17/2020,MD,169805,,,2149,0,4504,4338,166,16,0,11/19/2020 12:00:00 AM,N/A,Agree
08/24/2021,MD,488740,,,847,0,9977,9755,222,8,0,08/26/2021 12:00:00 AM,N/A,Agree
03/16/2022,MD,1007748,,,376,0,14282,14018,264,2,-1,03/17/2022 02:31:57 PM,N/A,Agree
06/11/2020,MD,60197,,,732,0,2985,2858,127,33,0,06/13/2020 12:00:00 AM,N/A,Agree
04/27/2021,MD,444491,,,677,0,9296,9082,214,22,0,04/29/2021 12:00:00 AM,N/A,Agree
10/28/2021,MD,558852,,,929,0,10885,10655,230,18,0,10/30/2021 12:00:00 AM,N/A,Agree
04/22/2021,MD,439992,,,1203,0,9219,9007,212,21,1,04/24/2021 12:00:00 AM,N/A,Agree
06/07/2020,MD,57973,,,491,0,2875,2750,125,24,0,06/09/2020 12:00:00 AM,N/A,Agree
03/02/2021,MD,383170,,,468,0,8408,8204,204,11,0,03/04/2021 12:00:00 AM,N/A,Agree
11/04/2020,MD,148766,,,1000,0,4323,4161,162,13,0,11/06/2020 12:00:00 AM,N/A,Agree
11/20/2021,MD,577013,,,1017,0,11134,10903,231,6,0,11/22/2021 12:00:00 AM,N/A,Agree
04/01/2022,MD,1012822,,,465,0,14355,14091,264,8,0,04/02/2022 01:21:28 PM,N/A,Agree
11/15/2020,MD,165930,,,1840,0,4472,4306,166,12,0,11/17/2020 12:00:00 AM,N/A,Agree
03/01/2020,MD,0,,,0,0,0,0,0,0,0,03/03/2020 12:00:00 AM,N/A,Agree
01/27/2021,MD,346559,,,1939,0,7444,7246,198,37,1,01/29/2021 12:00:00 AM,N/A,Agree
01/05/2021,MD,289758,,,1956,0,6468,6277,191,38,1,01/07/2021 12:00:00 AM,N/A,Agree
02/22/2021,MD,376966,,,611,0,8261,8057,204,28,0,02/24/2021 12:00:00 AM,N/A,Agree
01/16/2022,MD,919136,,,8215,0,12734,12485,249,65,0,01/18/2022 12:00:00 AM,N/A,Agree
07/13/2021,MD,463383,,,118,0,9803,9586,217,3,0,07/15/2021 12:00:00 AM,N/A,Agree
06/02/2020,MD,54175,,,848,0,2719,2599,120,31,0,06/04/2020 12:00:00 AM,N/A,Agree
10/19/2020,MD,136154,,,497,0,4188,4029,159,8,0,10/21/2020 12:00:00 AM,N/A,Agree
03/28/2021,MD,408044,,,1335,0,8797,8589,208,9,0,03/30/2021 12:00:00 AM,N/A,Agree
05/22/2021,MD,458048,,,521,0,9602,9388,214,7,0,05/24/2021 12:00:00 AM,N/A,Agree
08/03/2020,MD,91144,,,870,0,3642,3497,145,8,0,08/05/2020 12:00:00 AM,N/A,Agree
12/12/2020,MD,232009,,,3538,0,5360,5178,182,51,1,12/14/2020 12:00:00 AM,N/A,Agree
02/21/2022,MD,998888,,,752,0,14049,13786,263,38,1,02/22/2022 02:17:25 PM,N/A,Agree
08/08/2021,MD,473969,,,853,0,9881,9660,221,6,1,08/10/2021 12:00:00 AM,N/A,Agree
06/25/2021,MD,462017,,,64,0,9770,9553,217,2,0,06/27/2021 12:00:00 AM,N/A,Agree
05/17/2021,MD,456216,,,212,0,9545,9331,214,11,0,05/19/2021 12:00:00 AM,N/A,Agree
08/07/2020,MD,93806,,,801,0,3680,3535,145,10,0,08/09/2020 12:00:00 AM,N/A,Agree
06/01/2020,MD,53327,,,549,0,2688,2568,120,35,0,06/03/2020 12:00:00 AM,N/A,Agree
09/07/2020,MD,112883,,,764,0,3929,3774,155,2,0,09/09/2020 12:00:00 AM,N/A,Agree
09/27/2021,MD,528764,,,960,0,10437,10209,228,7,0,09/29/2021 12:00:00 AM,N/A,Agree
11/18/2021,MD,574914,,,1079,0,11116,10885,231,8,0,11/20/2021 12:00:00 AM,N/A,Agree
05/06/2020,MD,28163,,,1046,0,1511,1434,77,56,3,05/08/2020 12:00:00 AM,N/A,Agree
09/13/2020,MD,116110,,,577,0,3962,3806,156,4,0,09/15/2020 12:00:00 AM,N/A,Agree
02/13/2022,MD,993228,,,718,0,13917,13658,259,12,0,02/15/2022 12:00:00 AM,N/A,Agree
02/22/2022,MD,999229,,,341,0,14062,13799,263,13,0,02/23/2022 03:07:10 PM,N/A,Agree
05/13/2020,MD,34812,,,751,0,1884,1789,95,50,2,05/15/2020 12:00:00 AM,N/A,Agree
02/26/2020,MD,0,,,0,0,0,0,0,0,0,02/28/2020 12:00:00 AM,N/A,Agree
06/21/2020,MD,64306,,,350,0,3179,3047,132,21,0,06/23/2020 12:00:00 AM,N/A,Agree
02/24/2020,MD,0,,,0,0,0,0,0,0,0,02/26/2020 12:00:00 AM,N/A,Agree
08/17/2020,MD,100715,,,503,0,3765,3616,149,3,0,08/19/2020 12:00:00 AM,N/A,Agree
10/23/2021,MD,555366,,,910,0,10819,10589,230,8,0,10/25/2021 12:00:00 AM,N/A,Agree
06/19/2020,MD,63548,,,319,0,3138,3006,132,9,0,06/21/2020 12:00:00 AM,N/A,Agree
08/25/2021,MD,489930,,,1190,0,9986,9764,222,9,0,08/27/2021 12:00:00 AM,N/A,Agree
11/03/2020,MD,147766,,,771,0,4310,4148,162,6,0,11/05/2020 12:00:00 AM,N/A,Agree
12/19/2020,MD,248754,,,2201,0,5709,5523,186,58,0,12/21/2020 12:00:00 AM,N/A,Agree
05/17/2020,MD,38804,,,836,0,2096,1995,101,50,2,05/19/2020 12:00:00 AM,N/A,Agree
02/09/2021,MD,365529,,,976,0,7894,7693,201,45,0,02/11/2021 12:00:00 AM,N/A,Agree
10/02/2020,MD,126222,,,712,0,4080,3922,158,8,0,10/04/2020 12:00:00 AM,N/A,Agree
05/07/2021,MD,452035,,,768,0,9434,9220,214,10,0,05/09/2021 12:00:00 AM,N/A,Agree
08/21/2020,MD,102899,,,670,0,3794,3643,151,8,2,08/23/2020 12:00:00 AM,N/A,Agree
11/26/2021,MD,582608,,,997,0,11184,10953,231,11,0,11/28/2021 12:00:00 AM,N/A,Agree
01/03/2022,MD,762022,,,14927,0,11985,11747,238,28,0,01/05/2022 12:00:00 AM,N/A,Agree
04/05/2022,MD,1014223,,,527,0,14365,14101,264,2,0,04/06/2022 01:55:45 PM,N/A,Agree
03/02/2022,MD,1003510,,,471,0,14160,13897,263,14,0,03/03/2022 02:58:52 PM,N/A,Agree
07/30/2020,MD,87177,,,892,0,3602,3460,142,11,0,08/01/2020 12:00:00 AM,N/A,Agree
05/09/2021,MD,453125,,,434,0,9455,9241,214,13,0,05/11/2021 12:00:00 AM,N/A,Agree
08/09/2021,MD,474555,,,586,0,9889,9668,221,8,0,08/11/2021 12:00:00 AM,N/A,Agree
02/01/2022,MD,979151,,,1583,0,13532,13276,256,48,-1,02/03/2022 12:00:00 AM,N/A,Agree
04/25/2021,MD,443257,,,906,0,9263,9049,214,15,2,04/27/2021 12:00:00 AM,N/A,Agree
11/02/2021,MD,562200,,,482,0,10947,10717,230,13,0,11/04/2021 12:00:00 AM,N/A,Agree
02/18/2020,MD,0,,,0,0,0,0,0,0,0,02/20/2020 12:00:00 AM,N/A,Agree
01/11/2022,MD,867138,,,10316,0,12415,12172,243,49,1,01/13/2022 12:00:00 AM,N/A,Agree
08/29/2020,MD,107294,,,630,0,3869,3715,154,11,0,08/31/2020 12:00:00 AM,N/A,Agree
04/03/2021,MD,415660,,,1275,0,8892,8684,208,16,0,04/05/2021 12:00:00 AM,N/A,Agree
12/05/2020,MD,212384,,,3193,0,5042,4866,176,36,1,12/07/2020 12:00:00 AM,N/A,Agree
08/02/2020,MD,90274,,,909,0,3634,3489,145,14,2,08/04/2020 12:00:00 AM,N/A,Agree
01/06/2022,MD,802225,,,13723,0,12134,11894,240,54,0,01/08/2022 12:00:00 AM,N/A,Agree
04/23/2022,MD,1025925,,,0,0,14425,14161,264,0,0,04/25/2022 12:42:22 PM,N/A,Agree
03/09/2020,MD,6,,,1,0,0,0,0,0,0,03/11/2020 12:00:00 AM,N/A,Agree
08/14/2021,MD,479083,,,1016,0,9908,9687,221,6,0,08/16/2021 12:00:00 AM,N/A,Agree
12/17/2020,MD,243984,,,2217,0,5606,5420,186,55,1,12/19/2020 12:00:00 AM,N/A,Agree
09/09/2020,MD,113575,,,336,0,3936,3780,156,3,1,09/11/2020 12:00:00 AM,N/A,Agree
12/11/2020,MD,228471,,,2616,0,5309,5128,181,53,0,12/13/2020 12:00:00 AM,N/A,Agree
02/23/2021,MD,377628,,,662,0,8288,8084,204,27,0,02/25/2021 12:00:00 AM,N/A,Agree
02/21/2020,MD,0,,,0,0,0,0,0,0,0,02/23/2020 12:00:00 AM,N/A,Agree
07/20/2021,MD,464491,,,155,0,9822,9604,218,3,1,07/22/2021 12:00:00 AM,N/A,Agree
05/16/2021,MD,456004,,,369,0,9534,9320,214,3,0,05/18/2021 12:00:00 AM,N/A,Agree
01/23/2021,MD,339307,,,2392,0,7262,7067,195,40,0,01/25/2021 12:00:00 AM,N/A,Agree
06/24/2021,MD,461953,,,66,0,9768,9551,217,2,0,06/26/2021 12:00:00 AM,N/A,Agree
05/13/2021,MD,454745,,,474,0,9505,9291,214,19,0,05/15/2021 12:00:00 AM,N/A,Agree
04/25/2022,MD,1025925,,,0,0,14425,14161,264,0,0,04/26/2022 01:17:03 PM,N/A,Agree
10/17/2021,MD,550550,,,871,0,10737,10507,230,12,0,10/19/2021 12:00:00 AM,N/A,Agree
05/19/2021,MD,456765,,,337,0,9567,9353,214,9,0,05/21/2021 12:00:00 AM,N/A,Agree
11/10/2020,MD,156709,,,1338,0,4395,4230,165,12,0,11/12/2020 12:00:00 AM,N/A,Agree
11/08/2020,MD,153996,,,1081,0,4374,4210,164,13,0,11/10/2020 12:00:00 AM,N/A,Agree
08/07/2021,MD,473116,,,892,0,9875,9655,220,4,0,08/09/2021 12:00:00 AM,N/A,Agree
04/22/2020,MD,14775,,,582,0,741,703,38,50,2,04/24/2020 12:00:00 AM,N/A,Agree
02/13/2020,MD,0,,,0,0,0,0,0,0,0,02/15/2020 12:00:00 AM,N/A,Agree
01/17/2021,MD,326445,,,2414,0,6980,6786,194,41,1,01/19/2021 12:00:00 AM,N/A,Agree
05/28/2021,MD,459343,,,248,0,9652,9438,214,10,0,05/30/2021 12:00:00 AM,N/A,Agree
07/06/2021,MD,462681,,,47,0,9794,9577,217,1,0,07/08/2021 12:00:00 AM,N/A,Agree
06/09/2020,MD,58904,,,500,0,2926,2799,127,24,2,06/11/2020 12:00:00 AM,N/A,Agree
03/22/2020,MD,244,,,54,0,4,4,0,0,0,03/24/2020 12:00:00 AM,N/A,Agree
12/06/2020,MD,215027,,,2643,0,5078,4901,177,36,1,12/08/2020 12:00:00 AM,N/A,Agree
05/06/2022,MD,1041621,,,1845,0,14495,14230,265,9,0,05/07/2022 01:19:57 PM,N/A,Agree
01/12/2021,MD,312351,,,2665,0,6755,6562,193,48,0,01/14/2021 12:00:00 AM,N/A,Agree
02/02/2020,MD,0,,,0,0,0,0,0,0,0,02/04/2020 12:00:00 AM,N/A,Agree
02/08/2022,MD,988943,,,796,0,13787,13528,259,42,0,02/10/2022 12:00:00 AM,N/A,Agree
10/02/2021,MD,535157,,,1287,0,10500,10272,228,15,0,10/04/2021 12:00:00 AM,N/A,Agree
12/09/2020,MD,222653,,,2692,0,5212,5032,180,47,0,12/11/2020 12:00:00 AM,N/A,Agree
09/02/2021,MD,499648,,,1272,0,10068,9845,223,11,1,09/04/2021 12:00:00 AM,N/A,Agree
04/08/2020,MD,5529,,,1158,0,167,159,8,22,1,04/10/2020 12:00:00 AM,N/A,Agree
02/14/2022,MD,993653,,,425,0,13925,13666,259,8,0,02/15/2022 03:38:24 PM,N/A,Agree
02/01/2020,MD,0,,,0,0,0,0,0,0,0,02/03/2020 12:00:00 AM,N/A,Agree
11/12/2020,MD,159900,,,1477,0,4421,4256,165,11,0,11/14/2020 12:00:00 AM,N/A,Agree
10/24/2020,MD,139487,,,796,0,4231,4072,159,7,0,10/26/2020 12:00:00 AM,N/A,Agree
10/06/2021,MD,539053,,,1077,0,10563,10335,228,19,0,10/08/2021 12:00:00 AM,N/A,Agree
03/15/2021,MD,394058,,,617,0,8599,8395,204,12,0,03/17/2021 12:00:00 AM,N/A,Agree
03/14/2021,MD,393441,,,860,0,8587,8383,204,16,0,03/16/2021 12:00:00 AM,N/A,Agree
10/17/2020,MD,135127,,,798,0,4177,4018,159,7,0,10/19/2020 12:00:00 AM,N/A,Agree
08/13/2021,MD,478067,,,950,0,9902,9681,221,4,0,08/15/2021 12:00:00 AM,N/A,Agree
05/20/2020,MD,42323,,,777,0,2226,2119,107,42,1,05/22/2020 12:00:00 AM,N/A,Agree
09/02/2020,MD,109319,,,456,0,3893,3738,155,7,1,09/04/2020 12:00:00 AM,N/A,Agree
01/23/2022,MD,956823,,,3786,0,13123,12869,254,54,1,01/25/2022 12:00:00 AM,N/A,Agree
05/31/2021,MD,459894,,,117,0,9673,9459,214,5,0,06/02/2021 12:00:00 AM,N/A,Agree
03/05/2021,MD,385678,,,913,0,8441,8237,204,10,0,03/07/2021 12:00:00 AM,N/A,Agree
10/20/2021,MD,552524,,,717,0,10783,10553,230,19,0,10/22/2021 12:00:00 AM,N/A,Agree
08/24/2020,MD,104669,,,567,0,3826,3674,152,8,1,08/26/2020 12:00:00 AM,N/A,Agree
03/06/2022,MD,1004290,,,0,0,14176,13913,263,0,0,03/07/2022 03:00:11 PM,N/A,Agree
07/22/2021,MD,465038,,,303,0,9826,9608,218,1,0,07/24/2021 12:00:00 AM,N/A,Agree
09/27/2020,MD,123403,,,431,0,4055,3897,158,7,0,09/29/2020 12:00:00 AM,N/A,Agree
11/16/2021,MD,573044,,,702,0,11096,10865,231,10,0,11/18/2021 12:00:00 AM,N/A,Agree
10/13/2020,MD,132343,,,482,0,4150,3991,159,3,0,10/15/2020 12:00:00 AM,N/A,Agree
06/14/2020,MD,61701,,,396,0,3051,2922,129,18,0,06/16/2020 12:00:00 AM,N/A,Agree
05/14/2021,MD,455257,,,512,0,9520,9306,214,15,0,05/16/2021 12:00:00 AM,N/A,Agree
02/01/2021,MD,355636,,,1163,0,7619,7420,199,31,1,02/03/2021 12:00:00 AM,N/A,Agree
04/20/2022,MD,1023905,,,1044,0,14418,14154,264,6,0,04/21/2022 01:21:03 PM,N/A,Agree
03/17/2022,MD,1008178,,,430,0,14286,14022,264,4,0,03/18/2022 01:48:08 PM,N/A,Agree
05/18/2020,MD,39762,,,958,0,2148,2043,105,52,4,05/20/2020 12:00:00 AM,N/A,Agree
09/26/2020,MD,122972,,,613,0,4048,3890,158,8,0,09/28/2020 12:00:00 AM,N/A,Agree
07/01/2020,MD,67918,,,359,0,3321,3185,136,13,0,07/03/2020 12:00:00 AM,N/A,Agree
12/30/2020,MD,273689,,,2628,0,6208,6018,190,52,1,01/01/2021 12:00:00 AM,N/A,Agree
03/25/2022,MD,1010497,,,792,0,14324,14060,264,8,0,03/26/2022 01:34:52 PM,N/A,Agree
03/13/2022,MD,1006636,,,204,0,14261,13996,265,12,0,03/14/2022 02:38:32 PM,N/A,Agree
08/18/2020,MD,101235,,,520,0,3773,3624,149,8,0,08/20/2020 12:00:00 AM,N/A,Agree
03/25/2021,MD,403982,,,1382,0,8763,8556,207,12,0,03/27/2021 12:00:00 AM,N/A,Agree
12/25/2020,MD,263160,,,2432,0,5974,5786,188,43,1,12/27/2020 12:00:00 AM,N/A,Agree
02/02/2022,MD,980625,,,1474,0,13572,13316,256,40,0,02/04/2022 12:00:00 AM,N/A,Agree
05/12/2020,MD,34061,,,688,0,1834,1741,93,53,3,05/14/2020 12:00:00 AM,N/A,Agree
05/18/2021,MD,456428,,,212,0,9558,9344,214,13,0,05/20/2021 12:00:00 AM,N/A,Agree
11/05/2020,MD,149964,,,1198,0,4334,4172,162,11,0,11/07/2020 12:00:00 AM,N/A,Agree
04/27/2020,MD,19487,,,906,0,1017,966,51,54,3,05/11/2022 04:48:19 PM,N/A,Agree
10/12/2021,MD,545439,,,411,0,10665,10435,230,16,0,10/14/2021 12:00:00 AM,N/A,Agree
07/05/2020,MD,69632,,,291,0,3370,3231,139,8,0,07/07/2020 12:00:00 AM,N/A,Agree
09/24/2020,MD,121800,,,503,0,4036,3879,157,12,0,09/26/2020 12:00:00 AM,N/A,Agree
01/28/2020,MD,0,,,0,0,0,0,0,0,0,01/30/2020 12:00:00 AM,N/A,Agree
06/23/2021,MD,461887,,,59,0,9766,9549,217,2,0,06/25/2021 12:00:00 AM,N/A,Agree
11/27/2021,MD,583299,,,691,0,11191,10960,231,7,0,11/29/2021 12:00:00 AM,N/A,Agree
02/09/2022,MD,989738,,,795,0,13827,13568,259,40,0,02/11/2022 12:00:00 AM,N/A,Agree
02/10/2022,MD,990838,,,1100,0,13864,13605,259,37,0,02/12/2022 12:00:00 AM,N/A,Agree
04/29/2020,MD,20849,,,736,0,1120,1061,59,57,4,05/01/2020 12:00:00 AM,N/A,Agree
02/27/2020,MD,0,,,0,0,0,0,0,0,0,02/29/2020 12:00:00 AM,N/A,Agree
12/16/2020,MD,241767,,,2405,0,5551,5366,185,49,1,12/18/2020 12:00:00 AM,N/A,Agree
08/31/2021,MD,497002,,,1078,0,10044,9822,222,13,0,09/02/2021 12:00:00 AM,N/A,Agree
08/22/2020,MD,103523,,,624,0,3807,3656,151,13,0,08/24/2020 12:00:00 AM,N/A,Agree
09/30/2021,MD,532340,,,1479,0,10466,10238,228,11,0,10/02/2021 12:00:00 AM,N/A,Agree
